ZeitInSec,ZeitInNanoSec,axisQMsr_LBR_iiwa_7_R800_1[0],axisQMsr_LBR_iiwa_7_R800_1[1],axisQMsr_LBR_iiwa_7_R800_1[2],axisQMsr_LBR_iiwa_7_R800_1[3],axisQMsr_LBR_iiwa_7_R800_1[4],axisQMsr_LBR_iiwa_7_R800_1[5],axisQMsr_LBR_iiwa_7_R800_1[6],,,,,,,
1618435738,294000000,0.13890152,0.152009583,-0.13520737,0.223558046,-0.332358403,0.198567583,0.046691894,,,,,,,
1618435738,344000000,0.053266526,0.057492832,-0.04811325,0.085003282,-0.128836671,0.078315357,0.011405181,,,,,,,
1618435738,394000000,0.014711381,0.015490725,-0.014471056,0.020795056,-0.03141541,0.017595294,0.006310275,,,,,,,
1618435738,444000000,0.0075634,0.002351763,0.002059938,0.002125169,-0.01099731,0.0032238,0.003598025,,,,,,,
1618435738,494000000,0.004730988,-0.002145769,0.002059938,-0.005510331,-0.00108765,-0.003429794,0.002307131,,,,,,,
1618435738,544000000,0.002053069,-0.00156555,0.0020668,-0.003821181,0.00293884,-0.005242538,0.001486588,,,,,,,
1618435738,594000000,-0.000219725,-0.001476288,0.002080538,-0.003392031,0.00500427,-0.006262206,0.0010643,,,,,,,
1618435738,644000000,-0.000803375,-0.001366425,0.002080538,-0.0033268,0.00561951,-0.006911088,0.000806806,,,,,,,
1618435738,694000000,-0.00048065,-0.001349256,0.0020874,-0.003289031,0.00564148,-0.007292175,0.000659181,,,,,,,
1618435738,744000000,-0.000442888,-0.001338956,0.0020874,-0.003265,0.00564148,-0.007587431,0.00054245,,,,,,,
1618435738,794000000,-0.000425719,-0.001314925,0.0020874,-0.003251269,0.00564148,-0.007786563,0.000446319,,,,,,,
1618435738,844000000,-0.000418856,-0.001314925,0.002101138,-0.0032238,0.00565247,-0.007917025,0.000377656,,,,,,,
1618435738,894000000,-0.000411988,-0.001321794,0.002094269,-0.003216931,0.00565247,-0.00805435,0.000315856,,,,,,,
1618435738,944000000,-0.000415419,-0.001321794,0.0020977,-0.003206638,0.00565247,-0.00817795,0.000267794,,,,,,,
1618435738,994000000,-0.000411988,-0.001314925,0.002101138,-0.003189469,0.00566345,-0.008291244,0.000226594,,,,,,,
1618435739,44000000,-0.000411988,-0.001321794,0.002101138,-0.0031826,0.00566345,-0.008383944,0.000178525,,,,,,,
1618435739,94000000,-0.000411988,-0.001314925,0.002101138,-0.003186038,0.00566345,-0.008476638,0.000140763,,,,,,,
1618435739,144000000,-0.000405119,-0.001314925,0.002101138,-0.003168869,0.00566895,-0.008548738,0.000113294,,,,,,,
1618435739,194000000,-0.000401688,-0.001321794,0.002101138,-0.003168869,0.00566895,-0.008620831,8.24E-05,,,,,,,
1618435739,244000000,-0.000405119,-0.001308063,0.002111438,-0.003162,0.00566895,-0.008713531,4.46E-05,,,,,,,
1618435739,294000000,-0.000405119,-0.001314925,0.002108,-0.0031517,0.00566895,-0.008799363,2.75E-05,,,,,,,
1618435739,344000000,-0.000411988,-0.001314925,0.002108,-0.0031517,0.00566895,-0.008885194,3.43E-06,,,,,,,
1618435739,394000000,-0.000401688,-0.001308063,0.002111438,-0.003144838,0.00566895,-0.008984756,-3.43E-05,,,,,,,
1618435739,444000000,0.000350188,-0.001208494,0.002080538,-0.003137969,0.00307068,-0.009015656,-3.43E-05,,,,,,,
1618435739,494000000,0.011666106,0.002695081,-0.004363631,-0.002544019,-0.0154248,-0.001122663,7.21E-05,,,,,,,
1618435739,544000000,0.053352357,0.019737625,-0.027809144,0.008813094,-0.063468021,0.040333557,0.004490663,,,,,,,
1618435739,594000000,0.153376008,0.060414507,-0.091622545,0.027424619,-0.184866942,0.115225982,0.050468444,,,,,,,
1618435739,644000000,0.344819647,0.139310076,-0.212012102,0.075009157,-0.426906744,0.269837952,0.102615738,,,,,,,
1618435739,694000000,0.649700549,0.260427477,-0.398700716,0.135276032,-0.798041387,0.519162373,0.19621582,,,,,,,
1618435739,744000000,1.06308862,0.429091647,-0.650562293,0.223695377,-1.30877931,0.829783638,0.313841634,,,,,,,
1618435739,794000000,1.58720514,0.641258243,-0.967847452,0.33347969,-1.95433596,1.25586091,0.475313192,,,,,,,
1618435739,844000000,2.22019961,0.897054301,-1.35206681,0.469977954,-2.73516176,1.75249788,0.661335762,,,,,,,
1618435739,894000000,2.96296123,1.1990616,-1.80734369,0.625695424,-3.65027896,2.33691218,0.883987433,,,,,,,
1618435739,944000000,3.816235,1.54453699,-2.33152544,0.809658057,-4.70407108,3.01693499,1.13412896,,,,,,,
1618435739,994000000,4.7804707,1.93519022,-2.92170069,1.01449815,-5.88663945,3.78399699,1.42567178,,,,,,,
1618435740,44000000,5.85466924,2.37082216,-3.58066066,1.24187394,-7.20962958,4.62211651,1.74926721,,,,,,,
1618435740,94000000,7.03793455,2.84999087,-4.30575146,1.49660226,-8.67337653,5.57130437,2.10708506,,,,,,,
1618435740,144000000,8.32466018,3.36950687,-5.09237256,1.76917993,-10.264488,6.5895928,2.48253596,,,,,,,
1618435740,194000000,9.70215691,3.93017696,-5.93053327,2.06730425,-11.9543281,7.67839629,2.89695742,,,,,,,
1618435740,244000000,11.1452867,4.51344456,-6.81773077,2.37516863,-13.7306526,8.81501777,3.32350505,,,,,,,
1618435740,294000000,12.6114911,5.10779461,-7.71453444,2.68511698,-15.5326851,9.9882718,3.76913799,,,,,,,
1618435740,344000000,14.0799855,5.701022,-8.6130307,2.99856379,-17.3713515,11.1564652,4.21122784,,,,,,,
1618435740,394000000,15.5480611,6.30267453,-9.51161278,3.31191447,-19.1795363,12.3174317,4.64589505,,,,,,,
1618435740,444000000,17.0164697,6.9056317,-10.4120419,3.62198986,-20.983365,13.4770627,5.08380322,,,,,,,
1618435740,494000000,18.485692,7.50071646,-11.3108197,3.93595851,-22.7897261,14.6405904,5.52375417,,,,,,,
1618435740,544000000,19.9555357,8.09691703,-12.210885,4.24785007,-24.5987459,15.8028959,5.96174131,,,,,,,
1618435740,594000000,21.4255819,8.68638847,-13.1103837,4.56329846,-26.4071285,16.9668802,6.4033299,,,,,,,
1618435740,644000000,22.8948351,9.2847451,-14.0104078,4.87500805,-28.2170162,18.1304971,6.84417692,,,,,,,
1618435740,694000000,24.3655371,9.87364663,-14.9100644,5.18993458,-30.0285794,19.2958616,7.28091094,,,,,,,
1618435740,744000000,25.8362219,10.4674439,-15.8086809,5.50107083,-31.8396097,20.458888,7.7203572,,,,,,,
1618435740,794000000,27.3059042,11.0606336,-16.7086328,5.81649175,-33.6516781,21.622862,8.15823104,,,,,,,
1618435740,844000000,28.7777735,11.6654172,-17.608214,6.12831808,-35.4633401,22.7862318,8.60021789,,,,,,,
1618435740,894000000,30.2469786,12.2586686,-18.5072218,6.44133573,-37.2759305,23.9509577,9.04081428,,,,,,,
1618435740,944000000,31.7175982,12.8540315,-19.4071806,6.75352255,-39.0878836,25.1143412,9.478695,,,,,,,
1618435740,994000000,33.1870231,13.445429,-20.3058313,7.0699288,-40.8998752,26.2782431,9.91840562,,,,,,,
1618435741,44000000,34.6589164,14.048647,-21.2065386,7.38290869,-42.711724,27.442327,10.3565404,,,,,,,
1618435741,94000000,36.1281799,14.6445318,-22.1066072,7.69438827,-44.5237321,28.6074442,10.7968999,,,,,,,
1618435741,144000000,37.5982845,15.2429262,-23.0058176,8.0071141,-46.3355259,29.7706973,11.2387597,,,,,,,
1618435741,194000000,39.0704216,15.8328885,-23.90567,8.32008369,-48.1475065,30.9346507,11.6752191,,,,,,,
1618435741,244000000,40.5398258,16.4255632,-24.8046091,8.63466003,-49.959586,32.0991362,12.1154344,,,,,,,
1618435741,294000000,42.0097484,17.025657,-25.7054194,8.94687431,-51.7719072,33.2622828,12.5528756,,,,,,,
1618435741,344000000,43.4809173,17.6221803,-26.6052443,9.26102493,-53.5842229,34.4274276,12.993757,,,,,,,
1618435741,394000000,44.9505653,18.2197988,-27.504513,9.57293023,-55.396555,35.5904781,13.4358983,,,,,,,
1618435741,444000000,46.421106,18.8138639,-28.4041113,9.88769197,-57.2085796,36.7549773,13.8718496,,,,,,,
1618435741,494000000,47.8922921,19.409007,-29.3031912,10.1985536,-59.0206206,37.9195075,14.3124631,,,,,,,
1618435741,544000000,49.3614045,20.0001676,-30.2035689,10.513432,-60.83281,39.0839553,14.7501928,,,,,,,
1618435741,594000000,50.8334797,20.6031729,-31.1033835,10.8262299,-62.6451861,40.2474796,15.1901265,,,,,,,
1618435741,644000000,52.302393,21.2000395,-32.0023845,11.1397248,-64.4571832,41.4121162,15.6328824,,,,,,,
1618435741,694000000,53.7732049,21.8006655,-32.9025012,11.4515237,-66.2694055,42.5754619,16.0698533,,,,,,,
1618435741,744000000,55.2442124,22.3898382,-33.8012206,11.7667455,-68.0816003,43.7402153,16.50771,,,,,,,
1618435741,794000000,56.7140767,22.9829763,-34.7018386,12.0787023,-69.8929712,44.9026547,16.9465383,,,,,,,
1618435741,844000000,58.1834157,23.5769762,-35.6013648,12.3926057,-71.7056274,46.0679813,17.3864927,,,,,,,
1618435741,894000000,59.6558069,24.1754427,-36.5016052,12.7056165,-73.5181134,47.2311211,17.8292245,,,,,,,
1618435741,944000000,61.1245244,24.7714819,-37.4017562,13.0187818,-75.3302094,48.3960152,18.2671224,,,,,,,
1618435741,994000000,62.5943304,25.3700583,-38.3001975,13.3307145,-77.1417615,49.558585,18.707039,,,,,,,
1618435742,44000000,64.0661035,25.9651293,-39.2006439,13.6451535,-78.9626191,50.7238327,19.1458811,,,,,,,
1618435742,94000000,65.5356348,26.5610278,-40.1002456,13.9585695,-80.7776978,51.8868077,19.5850973,,,,,,,
1618435742,144000000,67.0061995,27.1560095,-40.9990474,14.2703923,-82.5850697,53.0518494,20.0255598,,,,,,,
1618435742,194000000,68.4757856,27.7522341,-41.8993564,14.5842374,-84.394831,54.2147935,20.4634851,,,,,,,
1618435742,244000000,69.9485647,28.3477721,-42.7988209,14.897104,-86.2064985,55.3786473,20.9032472,,,,,,,
1618435742,294000000,71.4172789,28.9425753,-43.6990852,15.2099088,-88.0180177,56.5422814,21.3429476,,,,,,,
1618435742,344000000,72.888695,29.5392874,-44.5989204,15.5227376,-89.8301247,57.7080201,21.7808695,,,,,,,
1618435742,394000000,74.3579379,30.1348323,-45.4980381,15.8377981,-91.6420723,58.8713762,22.2238485,,,,,,,
1618435742,444000000,75.8288733,30.7311599,-46.3983643,16.1499059,-93.4546297,60.0358308,22.6619627,,,,,,,
1618435742,494000000,77.2984904,31.3258189,-47.2971489,16.4638025,-95.2664071,61.1996332,23.1013678,,,,,,,
1618435742,544000000,78.7694568,31.9230941,-48.1968743,16.7765935,-97.0788491,62.3639505,23.5398459,,,,,,,
1618435742,594000000,80.2407012,32.5185359,-49.0968399,17.0906274,-98.8904177,63.5285047,23.978166,,,,,,,
1618435742,644000000,81.7095321,33.11543,-49.9964589,17.4016092,-100.703134,64.6916136,24.4196448,,,,,,,
1618435742,694000000,83.1794719,33.7099654,-50.8962082,17.7164842,-102.515489,65.8562776,24.859915,,,,,,,
1618435742,744000000,84.6499851,34.3074363,-51.7950719,18.0294538,-104.327447,67.0211134,25.2975519,,,,,,,
1618435742,794000000,86.121796,34.9019717,-52.6955971,18.3435358,-106.139247,68.1848368,25.7365793,,,,,,,
1618435742,844000000,87.590414,35.4990581,-53.5958718,18.6555029,-107.952029,69.3484331,26.1725615,,,,,,,
1618435742,894000000,89.0614868,36.0938407,-54.4947869,18.9700998,-109.763883,70.5131212,26.6156882,,,,,,,
1618435742,944000000,90.5334591,36.6909889,-55.3944299,19.2816068,-111.576474,71.6768481,27.0565215,,,,,,,
1618435742,994000000,92.002956,37.2855346,-56.2936368,19.5950983,-113.387488,72.8414195,27.4949412,,,,,,,
1618435743,44000000,93.4713887,37.8818828,-57.1941381,19.9085382,-115.200039,74.0034091,27.933718,,,,,,,
1618435743,94000000,94.9423516,38.4775512,-58.0941449,20.222143,-117.012124,75.1682517,28.3711798,,,,,,,
1618435743,144000000,96.4148148,39.0738101,-58.9926618,20.5348379,-118.824165,76.3313914,28.8127478,,,,,,,
1618435743,194000000,97.8856988,39.6694957,-59.8926652,20.8495207,-120.636201,77.496313,29.2540206,,,,,,,
1618435743,244000000,99.3532937,40.2647453,-60.7913434,21.1623907,-122.448934,78.6588347,29.691194,,,,,,,
1618435743,294000000,100.823882,40.86063,-61.6921571,21.474066,-124.261151,79.8248618,30.1321749,,,,,,,
1618435743,344000000,102.296617,41.4564563,-62.5920953,21.7874647,-126.07345,80.9878814,30.5695235,,,,,,,
1618435743,394000000,103.766732,42.0533745,-63.4914602,22.1016737,-127.885282,82.1521026,31.00955,,,,,,,
1618435743,444000000,105.234746,42.6480678,-64.3905744,22.4149488,-129.697856,83.3146724,31.452069,,,,,,,
1618435743,494000000,106.70692,43.2445499,-65.2900423,22.7275854,-131.508661,84.4796112,31.8893901,,,,,,,
1618435743,544000000,108.177094,43.8398201,-66.1906534,23.0423369,-133.321384,85.6430153,32.329468,,,,,,,
1618435743,594000000,109.645966,44.4368618,-67.0910311,23.3543383,-135.133436,86.8079883,32.7654811,,,,,,,
1618435743,644000000,111.116506,45.0309475,-67.9893934,23.6674349,-136.945191,87.9712173,33.2065341,,,,,,,
1618435743,694000000,112.58877,45.6278072,-68.8892939,23.980686,-138.756776,89.1366161,33.6487235,,,,,,,
1618435743,744000000,114.058144,46.2222088,-69.7884974,24.2948538,-140.569487,90.3001438,34.0870437,,,,,,,
1618435743,794000000,115.526549,46.8191063,-70.6881918,24.6065634,-142.381116,91.4643547,34.5262633,,,,,,,
1618435743,844000000,116.995929,47.4131611,-71.5867808,24.9201029,-144.191614,92.6265675,34.9643432,,,,,,,
1618435743,894000000,118.45239,48.0057602,-72.4801238,25.2321284,-145.991592,93.7816906,35.3992816,,,,,,,
1618435743,944000000,119.867014,48.5858075,-73.355789,25.5365217,-147.734117,94.9027012,35.8265159,,,,,,,
1618435743,994000000,121.213069,49.1369572,-74.1748095,25.8270861,-149.393118,95.9698617,36.2296626,,,,,,,
1618435744,44000000,122.476335,49.6465924,-74.94285,26.0970408,-150.947102,96.9690888,36.6061744,,,,,,,
1618435744,94000000,123.636049,50.1142254,-75.6495284,26.3410918,-152.378312,97.883862,36.9506233,,,,,,,
1618435744,144000000,124.687018,50.5338482,-76.29434,26.563177,-153.676979,98.7185551,37.2676715,,,,,,,
1618435744,194000000,125.627317,50.9160317,-76.8700236,26.7631213,-154.836443,99.4655843,37.5496322,,,,,,,
1618435744,244000000,126.460929,51.2508297,-77.3792125,26.9416388,-155.86166,100.124125,37.7979404,,,,,,,
1618435744,294000000,127.182436,51.5456444,-77.8224765,27.0962611,-156.750756,100.69356,38.0138801,,,,,,,
1618435744,344000000,127.793547,51.7913743,-78.1963618,27.2256525,-157.505758,101.178198,38.1946842,,,,,,,
1618435744,394000000,128.2967,51.9973096,-78.5044356,27.333037,-158.125953,101.57888,38.3470645,,,,,,,
1618435744,444000000,128.68668,52.1535626,-78.7442672,27.4161761,-158.605896,101.889175,38.4605876,,,,,,,
1618435744,494000000,128.969159,52.2687646,-78.916011,27.4769442,-158.952498,102.104854,38.5502944,,,,,,,
1618435744,544000000,129.150708,52.342088,-79.0261729,27.5155165,-159.173714,102.249685,38.5951873,,,,,,,
1618435744,594000000,129.252009,52.3834962,-79.0890285,27.5338671,-159.296788,102.328587,38.6239131,,,,,,,
1618435744,644000000,129.301276,52.4017884,-79.1138782,27.5441668,-159.364107,102.36889,38.6426448,,,,,,,
1618435744,694000000,129.316842,52.4116795,-79.12872,27.5510024,-159.379899,102.373003,38.6531574,,,,,,,
1618435744,744000000,129.319053,52.4122014,-79.1332313,27.5521731,-159.385376,102.375578,38.6531642,,,,,,,
1618435744,794000000,129.321093,52.4122632,-79.13296,27.551974,-159.388068,102.376669,38.6531642,,,,,,,
1618435744,844000000,129.324533,52.4123078,-79.132912,27.5519843,-159.389293,102.377116,38.6531814,,,,,,,
1618435744,894000000,129.328913,52.4123421,-79.1329051,27.5520873,-159.389979,102.377373,38.6531814,,,,,,,
1618435744,944000000,129.329246,52.4123765,-79.1328879,27.5520495,-159.390452,102.377552,38.6531814,,,,,,,
1618435744,994000000,129.32583,52.4124417,-79.1328639,27.5522212,-159.390748,102.377675,38.6531642,,,,,,,
1618435745,44000000,129.317917,52.4125996,-79.1327369,27.5557574,-159.390798,102.377596,38.651918,,,,,,,
1618435745,94000000,129.292305,52.4134545,-79.1272162,27.5908141,-159.385079,102.376944,38.6332241,,,,,,,
1618435745,144000000,129.235557,52.416565,-79.1197215,27.6772627,-159.358938,102.329919,38.6055969,,,,,,,
1618435745,194000000,129.128121,52.4300336,-79.100928,27.8429331,-159.32444,102.260558,38.5675773,,,,,,,
1618435745,244000000,128.944083,52.4562703,-79.0726966,28.1204546,-159.265032,102.176952,38.4743274,,,,,,,
1618435745,294000000,128.660941,52.498317,-79.0316249,28.5402525,-159.178256,102.006746,38.3599906,,,,,,,
1618435745,344000000,128.264036,52.5559849,-78.9684123,29.1223357,-159.053512,101.793199,38.1825134,,,,,,,
1618435745,394000000,127.757206,52.6300019,-78.8887992,29.8661753,-158.897957,101.513583,37.9563083,,,,,,,
1618435745,444000000,127.143146,52.7187474,-78.7928062,30.7747344,-158.714139,101.178483,37.6786735,,,,,,,
1618435745,494000000,126.421378,52.8258984,-78.6727496,31.8376616,-158.495291,100.788891,37.345338,,,,,,,
1618435745,544000000,125.595694,52.9547784,-78.5395129,33.0550979,-158.249945,100.355968,36.967913,,,,,,,
1618435745,594000000,124.674782,53.1009137,-78.3801219,34.4101207,-157.996364,99.8695928,36.533057,,,,,,,
1618435745,644000000,123.662131,53.2702473,-78.1976321,35.9012092,-157.733411,99.3531838,36.0447696,,,,,,,
1618435745,694000000,122.561874,53.4625218,-78.0016257,37.5167144,-157.460533,98.7909413,35.5109096,,,,,,,
1618435745,744000000,121.392874,53.678386,-77.7766566,39.2394496,-157.18426,98.2163769,34.9337428,,,,,,,
1618435745,794000000,120.165121,53.9169782,-77.5456176,41.0452587,-156.906849,97.6294461,34.3115356,,,,,,,
1618435745,844000000,118.894957,54.179081,-77.2926883,42.902906,-156.644705,97.0144211,33.6652099,,,,,,,
1618435745,894000000,117.597506,54.4632768,-77.0323809,44.8076778,-156.393057,96.4133969,32.9901584,,,,,,,
1618435745,944000000,116.28566,54.7694486,-76.7683829,46.7381336,-156.166041,95.8222363,32.3031524,,,,,,,
1618435745,994000000,114.970332,55.0962438,-76.5006186,48.6695542,-155.957389,95.2498967,31.594208,,,,,,,
1618435746,44000000,113.652776,55.4502473,-76.2171988,50.6025849,-155.777323,94.692368,30.8823008,,,,,,,
1618435746,94000000,112.330787,55.8201741,-75.9358012,52.5398247,-155.616088,94.1504845,30.1655974,,,,,,,
1618435746,144000000,111.005054,56.2220883,-75.6582591,54.4926309,-155.488295,93.6268349,29.4424979,,,,,,,
1618435746,194000000,109.678104,56.6522306,-75.3853175,56.4442868,-155.386528,93.1181027,28.7113337,,,,,,,
1618435746,244000000,108.347323,57.1108171,-75.1090491,58.390048,-155.318875,92.6291458,27.9702681,,,,,,,
1618435746,294000000,107.009882,57.6049546,-74.8328185,60.3345971,-155.280576,92.1578015,27.2295287,,,,,,,
1618435746,344000000,105.674394,58.1296788,-74.5576556,62.269626,-155.277846,91.7169304,26.4896475,,,,,,,
1618435746,394000000,104.338096,58.6983655,-74.2838969,64.200305,-155.320314,91.2906883,25.7559668,,,,,,,
1618435746,444000000,102.991554,59.3083368,-74.0117861,66.1573854,-155.409479,90.8924271,25.0234671,,,,,,,
1618435746,494000000,101.634392,59.9698888,-73.74476,68.0999399,-155.53664,90.5277531,24.2947027,,,,,,,
1618435746,544000000,100.266477,60.6764745,-73.4798178,70.0368948,-155.713641,90.1874344,23.5825724,,,,,,,
1618435746,594000000,98.9050275,61.4377069,-73.2260336,71.9524023,-155.95166,89.8955483,22.8943407,,,,,,,
1618435746,644000000,97.5620965,62.2321077,-72.9861266,73.797539,-156.234448,89.6521873,22.2431845,,,,,,,
1618435746,694000000,96.2492062,63.0623582,-72.7626543,75.562424,-156.557913,89.4712151,21.6350363,,,,,,,
1618435746,744000000,94.9629097,63.9177469,-72.5500483,77.2442832,-156.932563,89.3680878,21.0785204,,,,,,,
1618435746,794000000,93.7057888,64.8006563,-72.3671053,78.8197742,-157.332042,89.3200878,20.571594,,,,,,,
1618435746,844000000,92.4723606,65.6934637,-72.193614,80.2828441,-157.777022,89.3764957,20.1262564,,,,,,,
1618435746,894000000,91.2660309,66.5880907,-72.0424078,81.6101779,-158.2333,89.5294907,19.7407873,,,,,,,
1618435746,944000000,90.0851448,67.4776812,-71.9174006,82.7772727,-158.685904,89.8049625,19.4234644,,,,,,,
1618435746,994000000,88.9355114,68.3394281,-71.8074309,83.7456146,-159.123632,90.2331135,19.1782633,,,,,,,
1618435747,44000000,87.8233105,69.1290774,-71.7260703,84.4651332,-159.512949,90.8387348,19.0212171,,,,,,,
1618435747,94000000,86.7872894,69.795666,-71.6693499,84.8532768,-159.815875,91.646666,18.9624815,,,,,,,
1618435747,144000000,85.8755615,70.2858862,-71.639601,84.8340267,-159.980137,92.6730122,19.0236547,,,,,,,
1618435747,194000000,85.1602005,70.5337687,-71.6259642,84.3486095,-159.979841,93.8819889,19.2226274,,,,,,,
1618435747,244000000,84.6816566,70.5377856,-71.6407545,83.450175,-159.788432,95.1949616,19.5288748,,,,,,,
1618435747,294000000,84.4592899,70.3339136,-71.6813044,82.2198093,-159.477496,96.5076253,19.9295496,,,,,,,
1618435747,344000000,84.5351642,69.961151,-71.751198,80.6706615,-159.094837,97.7766904,20.4213732,,,,,,,
1618435747,394000000,84.8460361,69.5212206,-71.8604159,78.9416572,-158.680999,98.9892274,20.9557928,,,,,,,
1618435747,444000000,85.2959606,69.0275225,-72.0077425,77.1232756,-158.252614,100.155715,21.5006357,,,,,,,
1618435747,494000000,85.8230125,68.514461,-72.1939265,75.2421004,-157.820181,101.284738,22.0663218,,,,,,,
1618435747,544000000,86.3940819,67.9786955,-72.4109683,73.3476145,-157.380371,102.387398,22.6276991,,,,,,,
1618435747,594000000,87.0184761,67.4339521,-72.6605261,71.4503134,-156.93721,103.442841,23.1880121,,,,,,,
1618435747,644000000,87.676382,66.9151571,-72.9230101,69.5212515,-156.490187,104.485382,23.7530493,,,,,,,
1618435747,694000000,88.3541561,66.4016561,-73.2109961,67.6209909,-156.052097,105.491678,24.3255846,,,,,,,
1618435747,744000000,89.0565567,65.9087065,-73.5086363,65.74489,-155.617258,106.479744,24.9063975,,,,,,,
1618435747,794000000,89.7820835,65.4185926,-73.8089236,63.8677076,-155.185017,107.438428,25.5031885,,,,,,,
1618435747,844000000,90.5282028,64.9476362,-74.1146868,61.9950742,-154.752826,108.383894,26.1121985,,,,,,,
1618435747,894000000,91.2892498,64.4839239,-74.4365485,60.1193303,-154.336488,109.311219,26.7348177,,,,,,,
1618435747,944000000,92.0717304,64.02726,-74.7589183,58.2244565,-153.919085,110.22751,27.3793169,,,,,,,
1618435747,994000000,92.8694615,63.589623,-75.0809893,56.3306504,-153.502214,111.128262,28.0478934,,,,,,,
1618435748,44000000,93.6849251,63.1569952,-75.396733,54.4382726,-153.07863,112.017554,28.731061,,,,,,,
1618435748,94000000,94.5153473,62.7363355,-75.7051638,52.5263459,-152.662809,112.903337,29.4483309,,,,,,,
1618435748,144000000,95.358936,62.3205717,-76.0111159,50.5977337,-152.253469,113.781872,30.1974887,,,,,,,
1618435748,194000000,96.2142285,61.9071046,-76.3030844,48.6743744,-151.836791,114.647684,30.9817786,,,,,,,
1618435748,244000000,97.0819321,61.4937475,-76.586748,46.7252487,-151.403435,115.506138,31.7989657,,,,,,,
1618435748,294000000,97.9416604,61.0673784,-76.8467257,44.773555,-150.954885,116.351736,32.6711875,,,,,,,
1618435748,344000000,98.7547585,60.6214605,-77.0933654,42.8791069,-150.468015,117.158695,33.5667861,,,,,,,
1618435748,394000000,99.4571488,60.1380826,-77.314194,41.1386734,-149.912832,117.893303,34.4871726,,,,,,,
1618435748,444000000,99.9073205,59.5939538,-77.512123,39.7815151,-149.243089,118.458415,35.3336726,,,,,,,
1618435748,494000000,99.9590386,59.0033803,-77.688433,39.0740573,-148.445454,118.749303,35.986645,,,,,,,
1618435748,544000000,99.6127427,58.3785638,-77.8535643,39.0045997,-147.556567,118.79045,36.4081973,,,,,,,
1618435748,594000000,98.8721474,57.7574243,-78.0104011,39.6232811,-146.610814,118.536363,36.5361297,,,,,,,
1618435748,644000000,97.8727658,57.1578797,-78.1385737,40.7119575,-145.661343,118.123508,36.4324634,,,,,,,
1618435748,694000000,96.7408272,56.5890214,-78.2174521,42.0400467,-144.756168,117.63566,36.1922233,,,,,,,
1618435748,744000000,95.5570057,56.0491876,-78.2219943,43.4872379,-143.918027,117.100883,35.8918262,,,,,,,
1618435748,794000000,94.360471,55.5534329,-78.1034209,44.9874451,-143.181739,116.548374,35.577188,,,,,,,
1618435748,844000000,93.175005,55.1157857,-77.8399688,46.477586,-142.573256,115.975255,35.2715449,,,,,,,
1618435748,894000000,92.0086243,54.7749589,-77.387538,47.9500939,-142.129996,115.344639,35.0362384,,,,,,,
1618435748,944000000,90.8743168,54.5425053,-76.716397,49.3988266,-141.878398,114.692834,34.8775237,,,,,,,
1618435748,994000000,89.7981648,54.4373902,-75.8207984,50.8216523,-141.83275,113.959047,34.8234332,,,,,,,
1618435749,44000000,88.7983162,54.4602692,-74.7169505,52.202287,-142.000528,113.189839,34.86869,,,,,,,
1618435749,94000000,87.8875118,54.6172604,-73.4406001,53.5237397,-142.344598,112.351692,35.0390296,,,,,,,
1618435749,144000000,87.0664863,54.8932507,-72.0488039,54.7858354,-142.836066,111.483673,35.2956908,,,,,,,
1618435749,194000000,86.3347969,55.2473985,-70.5807799,55.9943349,-143.425889,110.601728,35.6207866,,,,,,,
1618435749,244000000,85.6748653,55.6568452,-69.0927744,57.1635617,-144.072516,109.706198,36.0059432,,,,,,,
1618435749,294000000,85.0627037,56.1044316,-67.5800806,58.3190866,-144.751938,108.775958,36.4191562,,,,,,,
1618435749,344000000,84.4910713,56.5594304,-66.124114,59.4551416,-145.415304,107.850721,36.8405711,,,,,,,
1618435749,394000000,83.932286,56.9959241,-64.7644049,60.5798978,-145.989856,106.952633,37.2458637,,,,,,,
1618435749,444000000,83.3683784,57.3775239,-63.5129522,61.7083311,-146.46056,106.08771,37.6009452,,,,,,,
1618435749,494000000,82.755537,57.687922,-62.3812608,62.855932,-146.790649,105.242639,37.8843856,,,,,,,
1618435749,544000000,82.0759399,57.8981042,-61.4007207,64.0457273,-146.943678,104.438539,38.0679946,,,,,,,
1618435749,594000000,81.3074119,57.9903619,-60.5998517,65.2628889,-146.901172,103.683895,38.1224559,,,,,,,
1618435749,644000000,80.4324092,57.957602,-59.9843221,66.513751,-146.603305,102.990551,38.0311733,,,,,,,
1618435749,694000000,79.4407489,57.7791497,-59.5463487,67.8057707,-146.092479,102.365467,37.7727508,,,,,,,
1618435749,744000000,78.3339587,57.463976,-59.2736234,69.1484717,-145.378297,101.805638,37.3542816,,,,,,,
1618435749,794000000,77.123001,57.0384034,-59.1310758,70.5468527,-144.486311,101.296195,36.7688064,,,,,,,
1618435749,844000000,75.8335562,56.5354665,-59.0921705,72.0457072,-143.486335,100.81921,36.0105643,,,,,,,
1618435749,894000000,74.5070567,55.9985852,-59.1239106,73.6847369,-142.44387,100.323895,35.0667632,,,,,,,
1618435749,944000000,73.2032198,55.4978593,-59.2136621,75.5235118,-141.474755,99.7275086,33.9059066,,,,,,,
1618435749,994000000,72.1492876,55.2283544,-59.3743989,77.5477977,-140.876116,98.9854405,32.5508563,,,,,,,
1618435750,44000000,71.663019,55.3979352,-59.6407934,79.5184909,-140.940457,98.1212456,31.1658065,,,,,,,
