%   ZeitInSec ZeitInNanoSec axisQMsr_LBR_iiwa_7_R800_1[0] axisQMsr_LBR_iiwa_7_R800_1[1] axisQMsr_LBR_iiwa_7_R800_1[2] axisQMsr_LBR_iiwa_7_R800_1[3] axisQMsr_LBR_iiwa_7_R800_1[4] axisQMsr_LBR_iiwa_7_R800_1[5] axisQMsr_LBR_iiwa_7_R800_1[6] axisQCmdT1m_LBR_iiwa_7_R800_1[0] axisQCmdT1m_LBR_iiwa_7_R800_1[1] axisQCmdT1m_LBR_iiwa_7_R800_1[2] axisQCmdT1m_LBR_iiwa_7_R800_1[3] axisQCmdT1m_LBR_iiwa_7_R800_1[4] axisQCmdT1m_LBR_iiwa_7_R800_1[5] axisQCmdT1m_LBR_iiwa_7_R800_1[6]
 1608052763   858000000 -5.40743641 60.1010896 -68.548395 64.9208193 145.932117 34.9043613 -119.39247 -5.39726248 60.1032732 -68.5429416 64.9218483 145.926622 34.89313 -119.387217
 1608052763   878000000 -5.40612149 60.1010827 -68.5485975 64.9211351 145.932128 34.9043613 -119.39247 -5.39726248 60.1032732 -68.5429416 64.9218483 145.926622 34.89313 -119.387217
 1608052763   898000000 -5.40366673 60.1010827 -68.5485186 64.9212621 145.932128 34.9043613 -119.392473 -5.39726248 60.1032732 -68.5429416 64.9218483 145.926622 34.89313 -119.387217
 1608052763   918000000 -5.40123258 60.101069 -68.5485014 64.9213548 145.932128 34.9043613 -119.39247 -5.39726043 60.1032505 -68.5429157 64.9218238 145.926567 34.8931168 -119.387172
 1608052763   938000000 -5.39917264 60.1010175 -68.548189 64.9214819 145.931436 34.9043441 -119.392401 -5.39722193 60.1028217 -68.5424267 64.9213606 145.925526 34.8928679 -119.38632
 1608052763   958000000 -5.39787488 60.1008321 -68.5461325 64.9213548 145.927943 34.9034068 -119.389517 -5.3970424 60.1008225 -68.5401468 64.9192011 145.920672 34.8917073 -119.382349
 1608052763   978000000 -5.39679341 60.0998536 -68.5407938 64.9206064 145.918324 34.9007873 -119.384123 -5.39654264 60.0952573 -68.5338001 64.9131897 145.90716 34.8884763 -119.371294
 1608052763   998000000 -5.39552311 60.0921804 -68.5287604 64.9153021 145.887661 34.8964271 -119.357094 -5.39546875 60.0832985 -68.520162 64.9002721 145.878125 34.8815336 -119.34754
 1608052764    18000000 -5.39383053 60.0748975 -68.5063139 64.8966322 145.842299 34.8779185 -119.315596 -5.39349213 60.0612871 -68.4950599 64.8764961 145.824683 34.8687549 -119.303817
 1608052764    38000000 -5.39135861 60.0439607 -68.4653315 64.8615137 145.762422 34.8559459 -119.250245 -5.39020955 60.0247327 -68.4533725 64.8370111 145.735931 34.8475331 -119.231206
 1608052764    58000000 -5.38683018 59.9924383 -68.4046286 64.8036398 145.633789 34.826657 -119.14069 -5.38514357 59.9683186 -68.3890367 64.7760741 145.598961 34.8147817 -119.119147
 1608052764    78000000 -5.38018002 59.9165742 -68.3170607 64.7187979 145.447873 34.7868384 -118.989419 -5.37785031 59.8871016 -68.2964153 64.6883459 145.401772 34.767631 -118.95782
 1608052764    98000000 -5.37040219 59.8139516 -68.1983671 64.6037882 145.193666 34.7227401 -118.778073 -5.36808742 59.7783832 -68.1724308 64.5709114 145.137811 34.7045142 -118.741866
 1608052764   118000000 -5.35864682 59.6821981 -68.0471129 64.4575361 144.86746 34.6473567 -118.512915 -5.35574036 59.6408879 -68.0156284 64.4223929 144.803982 34.6246909 -118.468749
 1608052764   138000000 -5.3443749 59.5192777 -67.8599608 64.2799764 144.470546 34.5473571 -118.189384 -5.34080354 59.4745533 -67.8259371 64.2427229 144.400133 34.5281248 -118.138348
 1608052764   158000000 -5.32733578 59.326344 -67.6396643 64.0712087 144.002704 34.4331405 -117.809783 -5.32327695 59.2793792 -67.6033569 64.0319014 143.926264 34.414816 -117.75066
 1608052764   178000000 -5.30683941 59.1017148 -67.3874113 63.8308485 143.466642 34.3114326 -117.37056 -5.30316482 59.0554129 -67.3479414 63.7899794 143.382489 34.2847917 -117.305781
 1608052764   198000000 -5.28416638 58.8620927 -67.119108 63.5685259 142.8736 34.1727027 -116.891782 -5.28175934 58.817044 -67.0761008 63.5325 142.803746 34.1464059 -116.832292
 1608052764   218000000 -5.26141781 58.6153844 -66.8379713 63.3042635 142.279949 34.0235496 -116.412476 -5.26046388 58.5799004 -66.8056576 63.2763442 142.227977 34.0087315 -116.361238
 1608052764   238000000 -5.24170079 58.3660016 -66.5585443 63.0448454 141.701551 33.8804801 -115.940758 -5.23926314 58.3438114 -66.5364171 63.0213276 141.654769 33.8716693 -115.892278
 1608052764   258000000 -5.22161298 58.1215318 -66.2848474 62.7910852 141.129559 33.7407924 -115.473173 -5.21812123 58.1083775 -66.2679238 62.7670187 141.083152 33.7349875 -115.42462
 1608052764   278000000 -5.2002892 57.8804368 -66.0167913 62.5394743 140.561797 33.6037276 -115.007143 -5.19702272 57.8734271 -65.9999817 62.5132319 140.512709 33.5985864 -114.957922
 1608052764   298000000 -5.17920575 57.6457791 -65.7532911 62.2878015 139.997825 33.4718196 -114.543451 -5.1759578 57.6388506 -65.7324661 62.259849 139.943173 33.4624023 -114.491967
 1608052764   318000000 -5.1570374 57.4138337 -65.487961 62.0353666 139.432067 33.3366534 -114.078846 -5.15491929 57.4045684 -65.4652861 62.006784 139.374352 33.3263891 -114.026596
 1608052764   338000000 -5.134306 57.184216 -65.2236986 61.783505 138.865206 33.2020743 -113.615161 -5.13390542 57.1705604 -65.1984189 61.7540152 138.806197 33.1905351 -113.56177
